,id,quotes,authors
2686,2687,"In the Soviet Union, it's takes more courage to retreat than advance.",stalin
1236,1237,at peace like a fuelless fire;,adi shankaracharya
52,53,"Was there ever a more horrible blasphemy than the statement that all the knowledge of God is confined to this or that book? How dare men call God infinite, and yet try to compress Him within the covers of a little book!",swami vivekanand
841,842,"Every heart sings a song, incomplete, until another heart whispers back. Those who wish to sing always find a song. At the touch of a lover, everyone becomes a poet.",plato
1306,1307,"Sickness is not cured by saying 'Medicine,' but by drinking it;",adi shankaracharya
942,943,"Those who educate children well are more to be honored than they who produce them; for these only gave them life, those the art of living well.",aristotle
482,483,"Ignorance more frequently begets confidence than does knowledge: it is those who know little, not those who know much, who so positively assert that this or that problem will never be solved by science.",charles darwin
2045,2046,"Strong minds discuss ideas, average minds discuss events, weak minds discuss people.",socrates
2880,2881,A single death is a tragedy; a million deaths is a statistic.,stalin
985,986,The high-minded man must care more for the truth than for what people think.,aristotle
2732,2733,"Education is a weapon, whose effect depends on who holds it in his hands and at whom it is aimed.",stalin
1060,1061,"Wishing to be friends is quick work, but friendship is a slow ripening fruit.",aristotle
2687,2688,"Take some exercise, try to recover the look of a human being.",stalin
1662,1663,Lead from the back — and let others believe they are in front.,nelson mandela
2361,2362,The only preventative measure one can take is to live irregularly.,adolf hitler
2424,2425,"As in everything, nature is the best instructor.",adolf hitler
490,491,The mystery of the beginning of all things is insoluble by us; and I for one must be content to remain an agnostic.,charles darwin
1820,1821,"...Great progress was evident in the last Congress of the American 'Labour Union' in that among other things, it treated working women with complete equality. While in this respect the English, and still more the gallant French, are burdened with a spirit of narrow-mindedness. Anybody who knows anything of history knows that great social changes are impossible without the feminine ferment. Social progress can be measured exactly by the social position of the fair sex (the ugly ones included).",karl marx
1649,1650,"After climbing a great hill, one only finds that there are many more hills to climb.",nelson mandela
1526,1527,Where you stand depends on where you sit.,nelson mandela
2056,2057,"The secret of happiness, you see, is not found in seeking more, but in developing the capacity to enjoy less.",socrates
491,492,The highest possible stage in moral culture is when we recognise that we ought to control our thoughts.,charles darwin
218,219,"Anything that makes weak - physically, intellectually and spiritually, reject it as poison.",swami vivekanand
2058,2059,Let him who would move the world first move himself.,socrates
